resource_type,resource_id,provider,work_id,priority,rights_status,storage,reason
DIGITAL_VERSION,openiti_dv_0243IbnYahyaCadani.Iman.JK000321-ara1,OpenITI / KITAB Project,openiti_work_0243IbnYahyaCadani.Iman,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0243IbnYahyaCadani.Iman.Shamela0013006-ara1,OpenITI / KITAB Project,openiti_work_0243IbnYahyaCadani.Iman,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0243IbnYahyaCadani.Iman.Shia001918-ara1,OpenITI / KITAB Project,openiti_work_0243IbnYahyaCadani.Iman,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0243YuhannaIbnMasawayh.NawadirTibbiyya.ALCorpus00031-ara1,OpenITI / KITAB Project,openiti_work_0243YuhannaIbnMasawayh.NawadirTibbiyya,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0244IbnSikkit.Alfaz.Sham19Y0013249-ara1,OpenITI / KITAB Project,openiti_work_0244IbnSikkit.Alfaz,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0244IbnSikkit.IslahMantiq.JK001170-ara2,OpenITI / KITAB Project,openiti_work_0244IbnSikkit.IslahMantiq,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0244IbnSikkit.IslahMantiq.ShamAY0034670-ara1,OpenITI / KITAB Project,openiti_work_0244IbnSikkit.IslahMantiq,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0244IbnSikkit.IslahMantiq.Shamela0007508-ara1,OpenITI / KITAB Project,openiti_work_0244IbnSikkit.IslahMantiq,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0244IbnSikkit.KanzLughawi.JK010885-ara1,OpenITI / KITAB Project,openiti_work_0244IbnSikkit.KanzLughawi,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0244IbnSikkit.KanzLughawi.Shamela0008533-ara1,OpenITI / KITAB Project,openiti_work_0244IbnSikkit.KanzLughawi,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0244IbnSikkit.KanzLughawi.Shia003899-ara1,OpenITI / KITAB Project,openiti_work_0244IbnSikkit.KanzLughawi,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0244IbnSikkit.QalbWaIbdal.Shamela0005420-ara1,OpenITI / KITAB Project,openiti_work_0244IbnSikkit.QalbWaIbdal,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245IbnKullab.Maqalat.AOCP20251104002-ara1,OpenITI / KITAB Project,openiti_work_0245IbnKullab.Maqalat,P2,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245LuwaynMissisi.JuzHadith.JK001186-ara1,OpenITI / KITAB Project,openiti_work_0245LuwaynMissisi.JuzHadith,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245LuwaynMissisi.JuzHadith.Shamela0001459-ara1,OpenITI / KITAB Project,openiti_work_0245LuwaynMissisi.JuzHadith,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245LuwaynMissisi.JuzHadith.Shamela0029848-ara1,OpenITI / KITAB Project,openiti_work_0245LuwaynMissisi.JuzHadith,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.KhalqInsan.Kraken21052117-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.KhalqInsan,P2,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.ManNusibaLiUmmihi.ShamAY0035784-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.ManNusibaLiUmmihi,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.Muhabbar.JK011200-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.Muhabbar,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.Muhabbar.Shamela0012205-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.Muhabbar,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.Muhabbar.Shia003457-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.Muhabbar,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.MukhtalafQabail.JK010501-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.MukhtalafQabail,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.MukhtalafQabail.Shamela0026540-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.MukhtalafQabail,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.MunammaqFiAkhbarQuraysh.JK009275-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.MunammaqFiAkhbarQuraysh,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.MunammaqFiAkhbarQuraysh.Shamela0012212-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.MunammaqFiAkhbarQuraysh,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.MunammaqFiAkhbarQuraysh.Shia003458-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.MunammaqFiAkhbarQuraysh,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0245MuhammadIbnHabib.UmmahatNabi.Shamela0026929-ara1,OpenITI / KITAB Project,openiti_work_0245MuhammadIbnHabib.UmmahatNabi,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246AbuCaliIbnShadhdhan.Hadith.Shamela0029847Vols-ara1,OpenITI / KITAB Project,openiti_work_0246AbuCaliIbnShadhdhan.Hadith,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246AhmadDawraqi.MusnadSacdIbnAbiWaqqas.JK000642-ara1,OpenITI / KITAB Project,openiti_work_0246AhmadDawraqi.MusnadSacdIbnAbiWaqqas,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246AhmadDawraqi.MusnadSacdIbnAbiWaqqas.Shamela0013166-ara1,OpenITI / KITAB Project,openiti_work_0246AhmadDawraqi.MusnadSacdIbnAbiWaqqas,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246AhmadDawraqi.MusnadSacdIbnAbiWaqqas.Shia001919-ara1,OpenITI / KITAB Project,openiti_work_0246AhmadDawraqi.MusnadSacdIbnAbiWaqqas,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246DhuNunAbuFayd.Hadith.Shamela0030738-ara1,OpenITI / KITAB Project,openiti_work_0246DhuNunAbuFayd.Hadith,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246DicbilKhuzaci.Diwan.JK007615-ara1,OpenITI / KITAB Project,openiti_work_0246DicbilKhuzaci.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246DicbilKhuzaci.Diwan.ShamAY0037947-ara1,OpenITI / KITAB Project,openiti_work_0246DicbilKhuzaci.Diwan,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246DicbilKhuzaci.WasayaMuluk.JK010741-ara1,OpenITI / KITAB Project,openiti_work_0246DicbilKhuzaci.WasayaMuluk,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246DicbilKhuzaci.WasayaMuluk.Shamela0000741-ara1,OpenITI / KITAB Project,openiti_work_0246DicbilKhuzaci.WasayaMuluk,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246HishamSulami.CawaliMalik.Shamela0026754-ara1,OpenITI / KITAB Project,openiti_work_0246HishamSulami.CawaliMalik,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246HishamSulami.HadithHisham.JK007106-ara1,OpenITI / KITAB Project,openiti_work_0246HishamSulami.HadithHisham,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246HishamSulami.HadithHisham.Shamela0013112-ara1,OpenITI / KITAB Project,openiti_work_0246HishamSulami.HadithHisham,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246HusaynMarwazi.BirrWaSila.JK000033-ara1,OpenITI / KITAB Project,openiti_work_0246HusaynMarwazi.BirrWaSila,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246HusaynMarwazi.BirrWaSila.Shamela0013007-ara1,OpenITI / KITAB Project,openiti_work_0246HusaynMarwazi.BirrWaSila,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246IbnCumarDuri.JuzFihiQiraat.JK001122-ara1,OpenITI / KITAB Project,openiti_work_0246IbnCumarDuri.JuzFihiQiraat,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246IbnCumarDuri.JuzFihiQiraat.Shamela0013106-ara1,OpenITI / KITAB Project,openiti_work_0246IbnCumarDuri.JuzFihiQiraat,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.CadlWaTawhid.Rafed0003477VolsBK10-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.CadlWaTawhid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.CadlWaTawhid.Zaydiyya0000075BK7-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.CadlWaTawhid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.CalimWaWafid.Rafed0003477VolsBK27-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.CalimWaWafid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.CalimWaWafid.Zaydiyya0000075BK27-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.CalimWaWafid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.CuzzatBiLugha.Rafed0003477VolsBK28-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.CuzzatBiLugha,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.CuzzatBiLugha.Zaydiyya0000075BK28-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.CuzzatBiLugha,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.DalilKabir.Rafed0003477VolsBK1-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.DalilKabir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.DalilKabir.Zaydiyya0000075BK1-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.DalilKabir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.DalilSaghir.Rafed0003477VolsBK2-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.DalilSaghir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.DalilSaghir.Zaydiyya0000075BK2-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.DalilSaghir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.FusulFiTawhid.Rafed0003477VolsBK13-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.FusulFiTawhid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.FusulFiTawhid.Zaydiyya0000075BK11-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.FusulFiTawhid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.HijraLiZalimin.Rafed0003477VolsBK24-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.HijraLiZalimin,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.HijraLiZalimin.Zaydiyya0000075BK22-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.HijraLiZalimin,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.ImamMuftaridTaca.Rafed0003477VolsBK20-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.ImamMuftaridTaca,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.ImamMuftaridTaca.Zaydiyya0000075BK19-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.ImamMuftaridTaca,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.ImamaQablCali.Rafed0003477VolsBK21-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.ImamaQablCali,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.ImamaQablCali.Zaydiyya0000075BK20-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.ImamaQablCali,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.ImamatCali.Rafed0003477VolsBK22-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.ImamatCali,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.ImamatCali.Zaydiyya0000075BK21-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.ImamatCali,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.KamilMunir.Zaydiyya0000003-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.KamilMunir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.KamilMunir.Zaydiyya0000222-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.KamilMunir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.KitabFihiMasail.Zaydiyya0000408-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.KitabFihiMasail,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MadihQuranKabir.Rafed0003477VolsBK15-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MadihQuranKabir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MadihQuranKabir.Zaydiyya0000075BK15-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MadihQuranKabir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MadihQuranSaghir.Rafed0003477VolsBK16-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MadihQuranSaghir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MadihQuranSaghir.Zaydiyya0000075BK16-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MadihQuranSaghir,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MafahimIslamiyya.Rafed0003477VolsBK29-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MafahimIslamiyya,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MafahimIslamiyya.Zaydiyya0000075BK26-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MafahimIslamiyya,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.Maknun.Rafed0003477VolsBK25-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.Maknun,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.Maknun.Zaydiyya0000075BK24-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.Maknun,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.Masail.Rafed0003477VolsBK32-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.Masail,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.Masail.Zaydiyya0000075BK32-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.Masail,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MasalaLiRajulayn.Rafed0003477VolsBK12-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MasalaLiRajulayn,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MasalaLiRajulayn.Zaydiyya0000075BK6-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MasalaLiRajulayn,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MunazaraMacaMulhid.Rafed0003477VolsBK3-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MunazaraMacaMulhid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.MunazaraMacaMulhid.Zaydiyya0000075BK3-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.MunazaraMacaMulhid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.Mustarshid.Rafed0003477VolsBK6-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.Mustarshid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.Mustarshid.Zaydiyya0000075BK8-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.Mustarshid,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.NasikhWaMansukh.Rafed0003477VolsBK17-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.NasikhWaMansukh,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.NasikhWaMansukh.Zaydiyya0000075BK17-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.NasikhWaMansukh,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.Qatl.Rafed0003477VolsBK23-ara2,OpenITI / KITAB Project,openiti_work_0246QasimRassi.Qatl,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
DIGITAL_VERSION,openiti_dv_0246QasimRassi.Qatl.Zaydiyya0000075BK23-ara1,OpenITI / KITAB Project,openiti_work_0246QasimRassi.Qatl,P1,CLEARED_WITH_ATTRIBUTION,HOST_ON_PROJECT_STORAGE,Only when deployment/use complies with CC BY-NC-SA 4.0.
