manuscript_id,work_id,institution,collection,shelfmark,catalog_title,catalog_url,digitized_url,iiif_manifest,folio_count,date,place,scribe,material,script,language,description,rights_statement,rights_url,download_allowed,local_hosting_allowed,attribution,image_resolution,ocr_available,rights_status,source_provider
MS0093KabulANA.Firuzkuh1.IEDC1230-ara1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 1,MS0093KabulANA.Firuzkuh1.IEDC1230-ara1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,ara,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh10.IEDC0113-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 10,MS0093KabulANA.Firuzkuh10.IEDC0113-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh100.IEDC0159-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 100,MS0093KabulANA.Firuzkuh100.IEDC0159-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh11.IEDC0252-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 11,MS0093KabulANA.Firuzkuh11.IEDC0252-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh12.IEDC0258-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 12,MS0093KabulANA.Firuzkuh12.IEDC0258-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh13.IEDC0259-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 13,MS0093KabulANA.Firuzkuh13.IEDC0259-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh14.IEDC0260-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 14,MS0093KabulANA.Firuzkuh14.IEDC0260-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh15.IEDC0251-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 15,MS0093KabulANA.Firuzkuh15.IEDC0251-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh16.IEDC0261-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 16,MS0093KabulANA.Firuzkuh16.IEDC0261-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh17.IEDC0262-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 17,MS0093KabulANA.Firuzkuh17.IEDC0262-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh18.IEDC0263-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 18,MS0093KabulANA.Firuzkuh18.IEDC0263-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh19.IEDC1221-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 19,MS0093KabulANA.Firuzkuh19.IEDC1221-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh2.IEDC1231-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 2,MS0093KabulANA.Firuzkuh2.IEDC1231-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh21_27.IEDC1165-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 21 & 27,MS0093KabulANA.Firuzkuh21_27.IEDC1165-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh22.IEDC1166-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 22,MS0093KabulANA.Firuzkuh22.IEDC1166-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh23.IEDC1167-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 23,MS0093KabulANA.Firuzkuh23.IEDC1167-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh24.IEDC1168-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 24,MS0093KabulANA.Firuzkuh24.IEDC1168-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh25.IEDC1169-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 25,MS0093KabulANA.Firuzkuh25.IEDC1169-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh26.IEDC1170-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 26,MS0093KabulANA.Firuzkuh26.IEDC1170-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh28.IEDC0114-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 28,MS0093KabulANA.Firuzkuh28.IEDC0114-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh29.IEDC0115-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 29,MS0093KabulANA.Firuzkuh29.IEDC0115-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh3.IEDC1257-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 3,MS0093KabulANA.Firuzkuh3.IEDC1257-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh30.IEDC0116-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 30,MS0093KabulANA.Firuzkuh30.IEDC0116-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh31.IEDC0117-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 31,MS0093KabulANA.Firuzkuh31.IEDC0117-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh32.IEDC0118-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 32,MS0093KabulANA.Firuzkuh32.IEDC0118-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh33.IEDC0119-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 33,MS0093KabulANA.Firuzkuh33.IEDC0119-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh34.IEDC0120-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 34,MS0093KabulANA.Firuzkuh34.IEDC0120-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh35.IEDC1162-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 35,MS0093KabulANA.Firuzkuh35.IEDC1162-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh36.IEDC0121-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 36,MS0093KabulANA.Firuzkuh36.IEDC0121-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh37.IEDC0122-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 37,MS0093KabulANA.Firuzkuh37.IEDC0122-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh38.IEDC0123-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 38,MS0093KabulANA.Firuzkuh38.IEDC0123-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh39.IEDC0124-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 39,MS0093KabulANA.Firuzkuh39.IEDC0124-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh4.IEDC0253-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 4,MS0093KabulANA.Firuzkuh4.IEDC0253-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh40.IEDC0126-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 40,MS0093KabulANA.Firuzkuh40.IEDC0126-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh41.IEDC0127-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 41,MS0093KabulANA.Firuzkuh41.IEDC0127-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh42.IEDC0129-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 42,MS0093KabulANA.Firuzkuh42.IEDC0129-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh43.IEDC0130-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 43,MS0093KabulANA.Firuzkuh43.IEDC0130-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh44.IEDC0131-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 44,MS0093KabulANA.Firuzkuh44.IEDC0131-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh45.IEDC0132-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 45,MS0093KabulANA.Firuzkuh45.IEDC0132-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh46.IEDC0135-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 46,MS0093KabulANA.Firuzkuh46.IEDC0135-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh47.IEDC0136-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 47,MS0093KabulANA.Firuzkuh47.IEDC0136-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
MS0093KabulANA.Firuzkuh48.IEDC0141-per1,NULL,أرشيف ملي أفغنستان,MS0093KabulANA,Firuzkuh 48,MS0093KabulANA.Firuzkuh48.IEDC0141-per1,NULL,NULL,NULL,NULL,NULL,كابل,NULL,NULL,NULL,per,OpenITI manuscript/document transcription; physical-image rights not inferred.,OpenITI transcription CC BY-NC-SA 4.0; source image/catalog rights separate.,https://kitab-project.org/docs/openITI,TRANSCRIPTION_ALLOWED_BY_LICENSE,NONCOMMERCIAL_BY_NC_SA_ONLY,OpenITI/KITAB + source institution,NULL,False,NEEDS_ITEM_LEVEL_REVIEW,OpenITI 2025.1.9
